timestamp,machine_id,spindle_speed,feed_rate,vibration,temperature,power_consumption,tool_id,cycle_count,machine_status
2026-09-12 10:00:00,CNC-08,6000,1210,1.053,38.06,3.64,T-12,1097,Running
2026-09-12 10:00:00,CNC-02,5948,1240,1.576,41.57,3.94,T-06,1239,Running
2026-09-12 10:00:00,CNC-01,5929,1197,1.049,38.53,4.99,T-04,801,Running
2026-09-12 10:00:00,CNC-04,6163,1160,1.299,40.24,4.17,T-11,1200,Running
2026-09-12 10:00:00,CNC-05,5983,1188,1.388,37.68,4.1,T-10,690,Running
2026-09-12 10:00:00,CNC-06,5910,1192,1.505,41.94,5.0,T-18,457,Running
2026-09-12 10:00:00,CNC-03,5948,1199,3.746,43.67,4.58,T-20,607,Warning
2026-09-12 12:00:00,CNC-08,5981,1242,1.39,36.38,3.52,T-01,434,Running
2026-09-12 12:00:00,CNC-06,6055,1204,1.409,40.48,4.79,T-08,483,Running
2026-09-12 12:00:00,CNC-05,6158,1224,1.104,38.34,3.97,T-09,485,Running
2026-09-12 12:00:00,CNC-04,6114,1182,1.648,36.83,3.89,T-11,635,Running
2026-09-12 12:00:00,CNC-03,6086,1217,3.605,42.3,4.92,T-11,314,Warning
2026-09-12 12:00:00,CNC-02,5967,1180,1.376,39.16,4.77,T-15,977,Running
2026-09-12 12:00:00,CNC-01,6073,1178,1.132,36.26,4.82,T-07,746,Running
2026-09-12 12:00:00,CNC-07,5923,1199,1.178,37.53,4.07,T-06,1064,Running
2026-09-12 14:00:00,CNC-01,6042,1197,1.194,37.1,4.57,T-04,251,Running
2026-09-12 14:00:00,CNC-08,5923,1221,1.252,36.7,4.15,T-04,978,Running
2026-09-12 14:00:00,CNC-07,6098,1219,1.287,37.85,4.33,T-19,593,Running
2026-09-12 14:00:00,CNC-06,5824,1159,1.316,38.86,4.65,T-13,361,Running
2026-09-12 14:00:00,CNC-05,5867,1195,1.339,38.13,3.64,T-03,978,Running
2026-09-12 14:00:00,CNC-04,6104,1192,1.598,37.13,4.22,T-06,1065,Running
2026-09-12 14:00:00,CNC-03,6063,1189,3.551,40.18,4.76,T-18,607,Warning
2026-09-12 14:00:00,CNC-02,6017,1240,1.212,40.02,4.22,T-19,1064,Running
2026-09-12 16:00:00,CNC-01,6037,1191,1.258,36.46,4.44,T-15,820,Running
2026-09-12 16:00:00,CNC-02,6101,1167,1.41,41.62,4.43,T-12,787,Running
2026-09-12 16:00:00,CNC-03,5753,1148,3.415,42.35,5.14,T-17,987,Warning
2026-09-12 16:00:00,CNC-04,6126,1191,1.385,36.38,3.92,T-07,858,Running
2026-09-12 16:00:00,CNC-06,5908,1214,1.568,40.32,4.95,T-06,945,Running
2026-09-12 16:00:00,CNC-07,6021,1189,1.353,36.52,4.4,T-20,307,Running
2026-09-12 16:00:00,CNC-08,6070,1221,1.09,36.21,4.09,T-20,507,Running
2026-09-12 16:00:00,CNC-05,6128,1166,1.008,36.78,4.0,T-11,372,Running
2026-09-12 18:00:00,CNC-03,6062,1185,3.445,41.23,4.83,T-08,1092,Warning
2026-09-12 18:00:00,CNC-01,6016,1175,1.161,36.79,4.54,T-19,1028,Running
2026-09-12 18:00:00,CNC-02,6196,1230,1.64,40.83,3.71,T-20,1142,Running
2026-09-12 18:00:00,CNC-04,5739,1195,1.414,36.91,4.09,T-06,356,Running
2026-09-12 18:00:00,CNC-06,6091,1246,1.579,41.11,4.44,T-20,513,Running
2026-09-12 18:00:00,CNC-07,6085,1160,1.307,36.17,3.76,T-16,1150,Running
2026-09-12 18:00:00,CNC-08,6026,1209,1.116,38.11,3.54,T-20,861,Running
2026-09-12 18:00:00,CNC-05,5919,1212,1.061,34.6,4.07,T-12,919,Running
2026-09-12 20:00:00,CNC-08,6101,1170,1.331,39.69,3.87,T-02,1093,Running
2026-09-12 20:00:00,CNC-07,5811,1253,1.249,36.85,4.53,T-13,1290,Running
2026-09-12 20:00:00,CNC-06,5998,1181,1.414,40.93,4.83,T-09,792,Running
2026-09-12 20:00:00,CNC-05,6027,1248,1.18,40.2,4.16,T-10,293,Running
2026-09-12 20:00:00,CNC-04,5877,1179,1.476,38.89,4.34,T-12,1080,Running
2026-09-12 20:00:00,CNC-03,5922,1207,3.452,42.44,4.8,T-03,757,Warning
2026-09-12 20:00:00,CNC-02,6001,1190,1.508,40.02,4.1,T-11,373,Running
2026-09-12 20:00:00,CNC-01,6092,1214,1.355,38.8,4.3,T-05,262,Running
2026-09-12 22:00:00,CNC-03,5959,1220,3.413,41.45,4.79,T-12,466,Warning
2026-09-12 22:00:00,CNC-01,6085,1243,1.183,36.97,4.43,T-13,1051,Running
2026-09-12 22:00:00,CNC-02,5819,1220,1.334,39.93,4.26,T-16,337,Running
2026-09-12 22:00:00,CNC-04,5906,1231,1.397,39.09,4.03,T-14,305,Running
2026-09-12 22:00:00,CNC-08,5888,1187,1.452,39.42,3.82,T-11,918,Running
2026-09-12 22:00:00,CNC-06,6218,1191,1.688,41.82,4.35,T-19,663,Running
2026-09-12 22:00:00,CNC-07,5972,1192,1.13,37.09,4.28,T-20,253,Running
2026-09-12 22:00:00,CNC-05,6145,1165,1.041,36.09,4.38,T-07,516,Running
2026-09-13 00:00:00,CNC-01,6153,1219,0.94,37.46,4.89,T-05,466,Running
2026-09-13 00:00:00,CNC-02,6087,1222,1.504,40.44,4.22,T-08,863,Running
2026-09-13 00:00:00,CNC-04,6426,1221,1.291,36.95,4.44,T-02,1267,Running
2026-09-13 00:00:00,CNC-03,5995,1127,3.343,42.31,4.88,T-04,330,Warning
2026-09-13 00:00:00,CNC-06,5898,1192,1.6,40.73,5.15,T-03,458,Running
2026-09-13 00:00:00,CNC-07,6090,1232,1.25,39.57,3.9,T-20,1286,Running
2026-09-13 00:00:00,CNC-08,5807,1228,1.344,34.73,4.02,T-18,640,Running
2026-09-13 00:00:00,CNC-05,5974,1235,1.032,35.52,4.08,T-13,1073,Running
2026-09-13 02:00:00,CNC-02,6176,1185,1.473,38.62,4.36,T-18,477,Running
2026-09-13 02:00:00,CNC-05,5900,1222,1.243,36.66,4.29,T-12,403,Running
2026-09-13 02:00:00,CNC-04,5917,1207,1.121,37.19,3.94,T-09,267,Running
2026-09-13 02:00:00,CNC-06,5795,1138,1.545,41.69,4.89,T-04,1131,Running
2026-09-13 02:00:00,CNC-03,5884,1220,3.394,40.99,5.27,T-18,1058,Warning
2026-09-13 02:00:00,CNC-01,6092,1216,1.234,38.24,5.31,T-10,1036,Running
2026-09-13 02:00:00,CNC-08,6007,1198,1.098,36.68,3.92,T-07,677,Running
2026-09-13 02:00:00,CNC-07,5982,1201,1.303,38.82,4.21,T-02,883,Running
2026-09-13 04:00:00,CNC-08,6206,1221,1.234,37.73,3.71,T-18,871,Running
2026-09-13 04:00:00,CNC-06,5994,1215,1.802,42.01,4.93,T-13,949,Running
2026-09-13 04:00:00,CNC-05,6203,1249,1.097,35.71,4.48,T-16,804,Running
2026-09-13 04:00:00,CNC-04,6044,1179,1.371,34.89,3.99,T-18,949,Running
2026-09-13 04:00:00,CNC-02,5953,1230,1.175,40.92,3.99,T-05,398,Running
2026-09-13 04:00:00,CNC-01,6201,1204,1.219,38.76,4.5,T-08,921,Running
2026-09-13 04:00:00,CNC-07,5978,1200,1.06,37.07,4.41,T-12,736,Running
2026-09-13 04:00:00,CNC-03,6191,1207,3.593,41.48,4.88,T-19,947,Warning
2026-09-13 06:00:00,CNC-04,6086,1139,1.246,37.49,4.13,T-09,1141,Running
2026-09-13 06:00:00,CNC-07,6318,1186,0.881,36.5,4.11,T-19,935,Running
2026-09-13 06:00:00,CNC-06,5912,1202,1.446,41.37,5.03,T-15,818,Running
2026-09-13 06:00:00,CNC-05,5992,1244,1.423,38.09,4.21,T-18,523,Running
2026-09-13 06:00:00,CNC-08,6128,1143,1.099,38.68,3.58,T-19,300,Running
2026-09-13 06:00:00,CNC-03,5871,1181,3.486,41.25,4.88,T-06,361,Warning
2026-09-13 06:00:00,CNC-02,5968,1182,1.449,39.55,4.46,T-14,498,Running
2026-09-13 06:00:00,CNC-01,6019,1226,1.263,38.88,4.72,T-04,1108,Running
2026-09-13 08:00:00,CNC-01,5951,1174,1.066,37.73,4.2,T-05,1114,Running
2026-09-13 08:00:00,CNC-02,6005,1191,1.437,38.71,4.12,T-07,689,Running
2026-09-13 08:00:00,CNC-04,5863,1213,1.301,39.17,3.73,T-17,879,Running
2026-09-13 08:00:00,CNC-03,5695,1191,3.433,43.16,5.3,T-16,980,Warning
2026-09-13 08:00:00,CNC-06,6142,1152,1.575,39.62,4.41,T-11,1014,Running
2026-09-13 08:00:00,CNC-07,6011,1183,1.081,36.41,3.99,T-13,848,Running
2026-09-13 08:00:00,CNC-08,6138,1224,1.126,36.97,3.53,T-10,665,Running
2026-09-13 08:00:00,CNC-05,5942,1122,1.073,35.59,3.92,T-15,231,Running
2026-09-13 10:00:00,CNC-08,5845,1178,1.128,36.66,3.33,T-01,779,Running
2026-09-13 10:00:00,CNC-07,5879,1232,1.379,37.47,4.36,T-17,479,Running
2026-09-13 10:00:00,CNC-06,5798,1245,1.351,41.06,5.12,T-16,1167,Running
2026-09-13 10:00:00,CNC-05,5959,1191,1.048,36.24,4.19,T-15,440,Running
2026-09-13 10:00:00,CNC-04,6264,1196,1.075,37.0,4.06,T-10,228,Running
2026-09-13 10:00:00,CNC-03,6030,1214,3.727,41.06,5.35,T-10,1097,Warning
2026-09-13 10:00:00,CNC-02,6043,1236,1.461,38.07,3.9,T-20,1220,Running
2026-09-13 10:00:00,CNC-01,5902,1234,1.203,37.95,4.69,T-13,1253,Running
2026-09-13 12:00:00,CNC-03,5854,1196,3.444,41.68,4.57,T-09,1224,Warning
2026-09-13 12:00:00,CNC-01,6075,1206,1.28,38.57,4.62,T-07,1070,Running
2026-09-13 12:00:00,CNC-04,6102,1169,1.097,37.74,4.47,T-01,387,Running
2026-09-13 12:00:00,CNC-02,5959,1228,1.441,38.25,4.3,T-10,791,Running
2026-09-13 12:00:00,CNC-06,6093,1215,1.543,40.08,4.58,T-19,1092,Running
2026-09-13 12:00:00,CNC-07,6161,1182,1.158,36.12,4.12,T-11,857,Running
2026-09-13 12:00:00,CNC-08,5858,1271,1.551,36.0,3.86,T-18,275,Running
2026-09-13 12:00:00,CNC-05,6129,1177,0.874,35.86,4.14,T-01,751,Running
2026-09-13 14:00:00,CNC-08,6039,1159,0.975,35.96,3.28,T-15,345,Running
2026-09-13 14:00:00,CNC-07,6084,1187,1.108,38.69,4.25,T-01,1036,Running
2026-09-13 14:00:00,CNC-06,6021,1210,1.467,40.63,4.68,T-07,741,Running
2026-09-13 14:00:00,CNC-05,5874,1219,1.029,38.37,3.68,T-19,1078,Running
2026-09-13 14:00:00,CNC-04,6084,1186,1.473,37.69,3.86,T-20,662,Running
2026-09-13 14:00:00,CNC-03,6361,1237,3.714,43.24,4.73,T-02,510,Warning
2026-09-13 14:00:00,CNC-02,6151,1218,1.445,40.03,3.97,T-16,433,Running
2026-09-13 14:00:00,CNC-01,6024,1203,1.337,36.88,4.24,T-16,410,Running
2026-09-13 16:00:00,CNC-01,5958,1213,1.122,36.41,4.72,T-17,836,Running
2026-09-13 16:00:00,CNC-02,5869,1233,1.77,36.04,4.41,T-16,513,Running
2026-09-13 16:00:00,CNC-03,5819,1156,3.69,39.88,5.03,T-16,1300,Warning
2026-09-13 16:00:00,CNC-04,6050,1192,1.151,36.38,4.06,T-17,1114,Running
2026-09-13 16:00:00,CNC-05,6202,1157,1.155,38.22,4.25,T-18,1235,Running
2026-09-13 16:00:00,CNC-07,6050,1194,1.25,38.31,3.86,T-17,1050,Running
2026-09-13 16:00:00,CNC-08,5975,1209,1.052,36.68,3.76,T-01,646,Running
2026-09-13 16:00:00,CNC-06,6047,1169,1.581,42.21,4.96,T-19,1201,Running
2026-09-13 18:00:00,CNC-08,5957,1228,1.148,37.56,3.85,T-12,683,Running
2026-09-13 18:00:00,CNC-07,6139,1179,1.188,38.51,4.14,T-13,682,Running
2026-09-13 18:00:00,CNC-06,6012,1198,1.634,42.36,4.77,T-04,578,Running
2026-09-13 18:00:00,CNC-05,6070,1185,0.936,35.7,3.78,T-07,559,Running
2026-09-13 18:00:00,CNC-04,5947,1221,1.175,37.46,4.06,T-15,726,Running
2026-09-13 18:00:00,CNC-03,5997,1209,3.662,41.59,4.8,T-17,1211,Warning
2026-09-13 18:00:00,CNC-02,5835,1212,1.429,40.48,4.1,T-20,419,Running
2026-09-13 18:00:00,CNC-01,5928,1224,1.297,39.84,4.64,T-13,1214,Running
2026-09-13 20:00:00,CNC-03,6152,1198,3.663,44.19,4.96,T-09,1181,Warning
2026-09-13 20:00:00,CNC-01,6230,1231,1.362,39.25,3.99,T-09,789,Running
2026-09-13 20:00:00,CNC-02,6239,1232,1.061,42.39,4.36,T-05,794,Running
2026-09-13 20:00:00,CNC-04,5832,1191,1.371,37.58,4.47,T-19,690,Running
2026-09-13 20:00:00,CNC-08,6029,1196,1.444,35.01,4.04,T-02,558,Running
2026-09-13 20:00:00,CNC-06,5828,1206,1.506,39.58,4.38,T-06,1033,Running
2026-09-13 20:00:00,CNC-07,5826,1205,1.288,38.61,4.34,T-10,857,Running
2026-09-13 20:00:00,CNC-05,6121,1237,0.896,37.79,4.35,T-02,405,Running
2026-09-13 22:00:00,CNC-06,6026,1152,1.763,40.38,5.0,T-15,1291,Running
2026-09-13 22:00:00,CNC-05,5998,1146,0.909,36.62,4.29,T-02,482,Running
2026-09-13 22:00:00,CNC-04,5770,1210,1.376,35.85,4.1,T-07,1040,Running
2026-09-13 22:00:00,CNC-03,6120,1172,3.391,41.18,5.1,T-08,264,Warning
2026-09-13 22:00:00,CNC-02,6018,1171,1.448,37.6,4.14,T-16,549,Running
2026-09-13 22:00:00,CNC-01,5972,1201,1.179,39.74,4.82,T-01,1171,Running
2026-09-13 22:00:00,CNC-08,5847,1204,1.179,36.49,3.53,T-10,624,Running
2026-09-13 22:00:00,CNC-07,5969,1224,1.34,39.04,4.13,T-09,1191,Running
2026-09-14 00:00:00,CNC-02,5955,1196,1.257,38.79,4.13,T-13,304,Running
2026-09-14 00:00:00,CNC-08,5910,1212,1.134,36.72,3.91,T-01,954,Running
2026-09-14 00:00:00,CNC-07,5991,1168,1.152,37.41,4.01,T-20,812,Running
2026-09-14 00:00:00,CNC-06,5949,1227,1.329,42.77,5.25,T-05,1255,Running
2026-09-14 00:00:00,CNC-05,6045,1212,1.065,37.0,4.38,T-07,1242,Running
2026-09-14 00:00:00,CNC-04,6186,1181,1.577,37.8,3.88,T-13,964,Running
2026-09-14 00:00:00,CNC-03,5987,1259,3.611,41.03,5.38,T-17,1122,Warning
2026-09-14 00:00:00,CNC-01,5869,1202,1.291,36.96,4.8,T-18,216,Running
2026-09-14 02:00:00,CNC-03,5990,1173,3.57,39.63,5.13,T-11,853,Warning
2026-09-14 02:00:00,CNC-05,5939,1227,1.203,35.86,4.52,T-10,986,Running
2026-09-14 02:00:00,CNC-06,5859,1196,1.178,41.12,4.51,T-11,588,Running
2026-09-14 02:00:00,CNC-04,6000,1213,1.44,36.57,4.14,T-11,695,Running
2026-09-14 02:00:00,CNC-08,5923,1172,1.337,34.52,3.82,T-02,776,Running
2026-09-14 02:00:00,CNC-02,6046,1239,1.492,38.22,4.31,T-02,523,Running
2026-09-14 02:00:00,CNC-07,5989,1206,1.658,38.62,3.65,T-10,1218,Running
2026-09-14 02:00:00,CNC-01,6217,1172,1.12,37.21,4.51,T-16,793,Running
2026-09-14 04:00:00,CNC-07,5974,1241,1.406,36.91,4.33,T-20,891,Running
2026-09-14 04:00:00,CNC-06,6064,1193,1.59,40.27,4.8,T-18,391,Running
2026-09-14 04:00:00,CNC-05,5886,1217,1.165,36.05,3.79,T-17,781,Running
2026-09-14 04:00:00,CNC-04,6044,1271,1.142,38.97,4.6,T-10,537,Running
2026-09-14 04:00:00,CNC-03,5995,1217,3.609,41.37,4.5,T-18,572,Warning
2026-09-14 04:00:00,CNC-02,5953,1175,1.506,38.68,3.99,T-05,849,Running
2026-09-14 04:00:00,CNC-01,6016,1166,1.009,39.14,4.25,T-03,833,Running
2026-09-14 04:00:00,CNC-08,5851,1221,1.261,35.81,3.45,T-19,742,Running
2026-09-14 06:00:00,CNC-05,5996,1286,1.211,38.48,4.46,T-03,1125,Running
2026-09-14 06:00:00,CNC-02,6000,1214,1.205,38.11,4.42,T-17,951,Running
2026-09-14 06:00:00,CNC-03,6139,1194,3.27,41.7,5.32,T-06,1222,Warning
2026-09-14 06:00:00,CNC-04,6019,1215,1.2,36.0,3.25,T-20,784,Running
2026-09-14 06:00:00,CNC-08,6170,1245,1.166,33.65,3.95,T-18,955,Running
2026-09-14 06:00:00,CNC-07,6062,1201,1.224,38.17,4.34,T-06,940,Running
2026-09-14 06:00:00,CNC-01,5963,1203,1.021,36.89,4.73,T-13,266,Running
2026-09-14 06:00:00,CNC-06,5978,1216,1.411,40.05,4.74,T-12,332,Running
2026-09-14 08:00:00,CNC-01,6105,1211,1.195,40.01,4.58,T-18,1169,Running
2026-09-14 08:00:00,CNC-02,6152,1168,1.105,40.32,4.37,T-11,759,Running
2026-09-14 08:00:00,CNC-06,5903,1178,1.641,40.62,4.26,T-15,286,Running
2026-09-14 08:00:00,CNC-04,6042,1222,1.267,33.95,4.44,T-14,361,Running
2026-09-14 08:00:00,CNC-05,6063,1216,1.041,37.69,3.63,T-04,363,Running
2026-09-14 08:00:00,CNC-07,5983,1204,1.227,37.12,3.89,T-02,353,Running
2026-09-14 08:00:00,CNC-03,6004,1146,3.773,41.77,4.43,T-13,894,Warning
2026-09-14 08:00:00,CNC-08,6020,1171,1.232,37.44,3.82,T-20,1097,Running
2026-09-14 10:00:00,CNC-03,5976,1238,3.655,41.93,4.71,T-03,1272,Warning
2026-09-14 10:00:00,CNC-07,6080,1175,1.115,36.59,4.7,T-15,1180,Running
2026-09-14 10:00:00,CNC-06,6094,1246,1.366,38.89,4.67,T-02,921,Running
2026-09-14 10:00:00,CNC-05,5851,1197,0.963,38.41,3.7,T-12,338,Running
2026-09-14 10:00:00,CNC-04,5860,1235,1.286,38.64,4.17,T-13,1162,Running
2026-09-14 10:00:00,CNC-08,5955,1228,1.233,37.79,3.66,T-02,608,Running
2026-09-14 10:00:00,CNC-02,5930,1191,1.292,40.62,4.2,T-10,1079,Running
2026-09-14 10:00:00,CNC-01,5961,1157,1.291,36.79,4.16,T-03,427,Running
2026-09-14 12:00:00,CNC-01,6171,1226,1.226,37.38,4.5,T-06,608,Running
2026-09-14 12:00:00,CNC-02,6007,1176,1.264,40.08,4.04,T-04,1256,Running
2026-09-14 12:00:00,CNC-03,5882,1251,3.632,41.54,5.39,T-17,501,Warning
2026-09-14 12:00:00,CNC-04,5962,1208,1.07,36.58,4.25,T-14,309,Running
2026-09-14 12:00:00,CNC-06,5804,1156,1.533,41.07,4.52,T-16,484,Running
2026-09-14 12:00:00,CNC-07,5939,1154,1.318,38.87,4.62,T-01,724,Running
2026-09-14 12:00:00,CNC-08,5892,1167,1.32,37.64,3.93,T-08,816,Running
2026-09-14 12:00:00,CNC-05,5894,1205,1.071,37.3,3.95,T-08,257,Running
2026-09-14 14:00:00,CNC-03,6517,1214,3.461,43.72,5.41,T-06,638,Warning
2026-09-14 14:00:00,CNC-01,6108,1214,0.907,36.41,4.41,T-13,464,Running
2026-09-14 14:00:00,CNC-02,5926,1221,1.135,38.73,3.99,T-17,391,Running
2026-09-14 14:00:00,CNC-04,6024,1194,1.404,37.8,3.63,T-04,1239,Running
2026-09-14 14:00:00,CNC-07,5954,1216,1.311,39.08,4.73,T-10,1119,Running
2026-09-14 14:00:00,CNC-06,6010,1232,1.271,39.47,5.0,T-15,289,Running
2026-09-14 14:00:00,CNC-08,5891,1224,1.144,36.05,3.85,T-19,1102,Running
2026-09-14 14:00:00,CNC-05,6167,1154,1.029,36.4,4.16,T-11,468,Running
2026-09-14 16:00:00,CNC-07,6094,1215,1.133,39.93,3.94,T-10,525,Running
2026-09-14 16:00:00,CNC-06,6173,1252,1.052,42.0,4.06,T-06,1103,Running
2026-09-14 16:00:00,CNC-05,5940,1203,0.889,38.5,4.26,T-02,294,Running
2026-09-14 16:00:00,CNC-04,5981,1231,1.246,38.38,3.97,T-16,749,Running
2026-09-14 16:00:00,CNC-03,6219,1188,3.563,42.34,4.76,T-12,329,Warning
2026-09-14 16:00:00,CNC-02,5956,1241,1.137,38.31,4.26,T-16,870,Running
2026-09-14 16:00:00,CNC-01,6106,1188,1.322,37.04,4.48,T-03,1025,Running
2026-09-14 16:00:00,CNC-08,6053,1192,1.089,35.51,4.13,T-03,961,Running
2026-09-14 18:00:00,CNC-02,6238,1251,1.427,39.28,4.16,T-08,809,Running
2026-09-14 18:00:00,CNC-01,6180,1233,1.072,34.52,4.28,T-02,1103,Running
2026-09-14 18:00:00,CNC-03,5911,1144,3.756,42.49,5.4,T-04,685,Warning
